Distance,X,Y
5018.661666666665,2084.2909283820973,-4103.104513345583
5028.6120017661315,1988.0,-4081.0
5034.394999999999,1935.41738612766,-4065.608835992054
5041.7980663422795,1864.0,-4037.0
5060.485921707872,1648.0,-3908.0
5060.950555555553,1643.8964607509097,-3905.2480133464364
5071.572777777776,1577.9768720261259,-3856.921374442387
5082.283888888887,1529.7652921978947,-3807.3175628609324
5084.492852842962,1516.0,-3792.0
5095.672777777776,1426.8576543438273,-3688.5132367377205
5103.286156663475,1369.0,-3617.0
5111.872777777776,1321.4517250524618,-3551.886951953623
5122.71722222222,1279.2873454929108,-3482.448169246717
5127.7147201147945,1258.0,-3445.0
5141.569297817321,1192.0,-3324.0
5147.617222222219,1162.970475065889,-3269.1200774523068
5158.260028142014,1115.0,-3177.0
5172.71722222222,1052.0021070652078,-3059.8651151399176
5175.034118503945,1035.0,-3031.0
5186.317736101882,925.0,-2852.0
5189.650555555554,895.7704714271961,-2806.4373284396224
5214.9311270840535,760.0,-2618.0
5218.31722222222,748.9239219857284,-2603.419935998777
5232.7616666666645,708.2378016095436,-2549.395258759551
5238.048574444338,682.0,-2514.0
5258.934166666665,511.43010115943156,-2282.846356980031
5261.248770511651,493.0,-2258.0
5276.267499999998,392.8144457879846,-2124.1698934331143
5290.060168703874,316.0,-2024.0
5305.156388888888,233.645965585431,-1919.527901025543
5319.600833333331,159.2254043952894,-1827.5279319559793
5324.7277400631465,135.0,-1798.0
5339.823055555554,69.54864782011191,-1719.6792217362897
5350.743303996289,-5.0,-1634.0
5363.74883022669,-135.0,-1487.0
5368.711944444443,-172.6988551352874,-1444.6059126222624
5379.9302777777775,-224.80650010947608,-1386.470629677127
5387.102716094496,-258.0,-1349.0
5392.319166666665,-287.28511324858334,-1315.5083147342812
5401.030277777777,-350.56602408111894,-1243.6952225986124
5403.68899377236,-376.0,-1216.0
5412.630277777776,-478.7258246760847,-1107.5437775331766
5413.16383366168,-484.0,-1102.0
5430.879479068561,-589.0,-1013.0
5431.16361111111,-592.701651010625,-1010.7204218094153
5435.7877318805,-664.0,-968.0
5444.830277777776,-761.5108782270556,-926.890830881188
5449.766934678963,-800.0,-919.0
5451.274722222221,-811.5059247005706,-917.1143079257729
5462.941388888888,-903.3006438723041,-911.78131940206
5463.886255908264,-912.0,-912.0
5466.180145062313,-934.0,-913.0
5470.9524999999985,-980.8531241166498,-919.1331551054226
5473.017636163925,-1001.0,-924.0
5478.1081996709645,-1048.0,-941.0
5478.885833333332,-1054.3540962571903,-943.624559842125
5486.385438430709,-1120.0,-980.0
5487.208055555554,-1131.1345763335987,-987.9239658360656
5491.327867000204,-1191.0,-1033.0
5493.485833333332,-1212.0703274772745,-1049.6493023712628
5503.130277777776,-1250.1739347652183,-1081.7631315456465
5505.682415725356,-1273.0,-1096.0
5508.730277777776,-1312.037238653857,-1119.0785604744653
5512.715908810729,-1369.0,-1150.0
5521.530277777776,-1454.4022426905829,-1177.1431551277274
5530.196944444443,-1514.5020405367825,-1172.443962384462
5530.665709899534,-1518.0,-1172.0
5535.97472222222,-1559.2905235964051,-1165.6265816321347
5543.115256050086,-1620.0,-1151.0
5549.37472222222,-1679.7581871129796,-1130.0711546544178
5552.1103831450055,-1705.0,-1120.0
5555.419166666665,-1732.9686488506643,-1107.9730925823171
5561.5167484246695,-1787.0,-1079.0
5566.501358951892,-1843.0,-1042.0
5568.526666666665,-1861.7425588717938,-1028.3081179494266
5575.887533141679,-1912.0,-984.0
